,name,latitude,longitude,rating,number of reviews,affluence
545,বিসমিল্লাহির হোটেলে এন্ড রেস্টুরেন্ট,25.7438916,89.275227,5.0,1.0,
546,Amazon Walmart eBay Services Promoter,25.7438916,89.275227,,,
547,রায়হান ইলেকট্রনিক ও ট্রেডাস,25.7438916,89.275227,,,
548,নোমান হোটেল,25.7438916,89.275227,,,
549,Export & Import & Contructor,25.7438916,89.275227,,,
550,Home work,25.7438916,89.275227,5.0,2.0,
551,MHR,25.7438916,89.275227,5.0,1.0,
552,Lemon,25.7438916,89.275227,,,
553,mawahed2010,25.7438916,89.275227,,,
554,Shobuj,25.7438916,89.275227,,,
555,কুটুমবাড়ী রেষ্টুরেন্ট,25.7438916,89.275227,4.5,6.0,
556,Rangpur Bass Stison,25.7438916,89.275227,,,
557,শামসাদ হোটেল,25.7438916,89.275227,,,
558,Nutun Bazar Haragach,25.7438916,89.275227,,,
559,Ohona Hotel & Restaurant,25.7438916,89.275227,,,
560,Jahangir Hotel and Restaurant,25.7438916,89.275227,3.4,43.0,$
561,গোবরা পাড়া সরকারি প্রাথমিক বিদ্যালয়,25.74389399999999,89.2752245,,,
562,Electronics Product Shop-USA,25.7441249,89.27525469999999,5.0,11.0,
563,PLAN-B,25.7446351,89.275425,,,
564,Chakrobort House,25.7451199,89.2737945,3.5,2.0,
565,Sumon Store,25.7471465,89.2725423,5.0,2.0,
566,মৌভাষা খলিফার বাজার,25.7506211,89.2679526,,,
567,হাজী হোটেল এন্ড মিষ্টি মেলা,25.7524539,89.2675874,,,
568,রাহাত ছাত্রাবাস ৩ Rahat chatrabas 3,25.7502301,89.2651406,4.7,13.0,
569,Rangdhanu Puding And Tea-House,25.7523979,89.2671531,4.7,3.0,
570,Rafikul Hotel,25.7336324,89.2694911,,,
571,Shahjahan Hotel,25.756086,89.27807849999999,,,
572,ইঞ্জিনিয়ার্স ছাত্রাবাস,25.7536276,89.266072,3.5,2.0,
573,Nayoni Tea Stall,25.741879,89.26012519999999,3.4,7.0,
574,সাদাত হোটেল এন্ড রেষ্টুরেন্ট,25.7525037,89.26319749999999,,,
575,Hanif Hotel,25.748651,89.26076650000002,2.5,2.0,
576,Allah Vorosha Hotel,25.75262660000001,89.2632439,,,
577,Shafayet Ahsan Hotel And Resturent,25.7416988,89.2599406,,,
578,সাতমাথা বিরিয়ানী হাউস,25.7349696,89.2873644,,,
579,Romena's Kitchen,25.7512484,89.26189529999999,5.0,2.0,
580,Bismillah Hotel and Restaurant,25.7344259,89.2868993,3.6,21.0,
581,Ershad Resturent,25.73296629999999,89.2855122,5.0,1.0,
582,অহনা হোটেল এন্ড রেস্টুরেন্ট,25.7344746,89.2873374,,,
583,Ohona hotel & Restaurant,25.7343375,89.28736049999999,3.0,1.0,
584,The Black Platter,25.7468859,89.25947029999999,3.6,33.0,
585,Satmatha Hotel & Restaurant,25.7344335,89.28750769999999,4.0,3.0,
586,Shadhin Hotel & Restaurant,25.734416,89.287505,4.9,11.0,
587,Vater Hotel,25.7308629,89.28256499999999,,,
588,Jannati Hotel,25.7423682,89.2591006,3.0,2.0,
589,Zahangir Hotel,25.7386785,89.25994899999999,4.4,5.0,
590,Hotel Mamur Bari,25.7579347,89.2824448,5.0,1.0,
591,Tanushi Food & Beverage,25.74910809999999,89.25899559999999,4.2,13.0,
592,ফুডাইডি সাগাই বাড়ী,25.7343727,89.2607536,4.1,45.0,
593,Ektu Onnorokom,25.7295719,89.2666114,4.0,18.0,
594,Puri House,25.72751,89.273957,4.7,3.0,
595,Hotel Nayory,25.7276138,89.27271619999999,3.0,1.0,
596,The City Palace,25.7476179,89.25744619999999,4.4,5.0,
597,Antaj Hotel,25.7292455,89.2667725,3.3,6.0,$
598,হাজী খন্তাজ হোটেল,25.7291589,89.26684879999999,,,
599,Shanto Hotel,25.7271945,89.2731573,5.0,1.0,
604,Shawtua Hot,25.7287185,89.26358069999999,,,
605,Molla Biriyani House,25.7286647,89.2638105,,,
606,আল্লার দান,25.7291023,89.2635725,,,
607,Dhaka Birani House,25.728919,89.26395219999999,5.0,1.0,
608,হোটেল গাওসিয়া,25.7292184,89.26376110000001,5.0,1.0,
609,Bombay Hotel & Restaurant,25.7292664,89.26370109999999,4.2,5.0,
610,আসলাম পুড়ি হাউস,25.7293619,89.26426769999999,,,
611,সামসাদ হোটেল এন্ড রেস্টুরেন্ট,25.7291939,89.2646911,4.0,156.0,$$
615,Belal Hotel,25.7243235,89.2652782,5.0,1.0,
618,New Jhunur Restaurant,25.7283256,89.2549829,4.0,1.0,
619,Panshi,25.7292908,89.2548872,4.6,5.0,
620,আবডাল,25.7241535,89.2561058,5.0,3.0,
621,মাসুদ বিরানী এন্ড চপ হাউজ,25.7283834,89.254582,5.0,5.0,
622,Captain Bakeology,25.7262175,89.2548542,4.2,82.0,
623,The Deli,25.7258942,89.2549427,4.4,11.0,
624,ঢাকা বিসমিল্লাহ্ বিরিয়ানী হাউস,25.7259361,89.2548475,2.8,6.0,
625,ঢাকা বিরিয়ানী হাউস,25.7264437,89.25458499999999,4.4,31.0,
626,Kazi Farms Kitchen Rangpur,25.7254614,89.2548987,4.2,11.0,
627,Changpai Hotel and Fast Food,25.7258399,89.25464099999999,3.3,8.0,
628,"Esha Chinese,Fast Food & Birani House",25.7251525,89.2549128,3.8,5.0,
629,Kitchen Express - Biryani House,25.7317032,89.254832,2.8,4.0,
630,নূরানী হোটেল এন্ড রেষ্টুরেন্ট,25.72516,89.25489929999999,3.8,22.0,$
632,Kabab & Cafe,25.7312277,89.25458859999999,4.0,77.0,
633,Golden Cafe,25.7320173,89.2548709,4.2,40.0,
634,Oneline inkem,25.7205269,89.2667199,,,
635,Koyla Cafe,25.7323653,89.25486289999999,4.0,166.0,
636,Lalbag Restora,25.7252023,89.2545815,4.1,59.0,
637,ঢাকা নান্না বিরানী হাউস,25.7250478,89.2546208,4.8,4.0,
639,Alauddin Biryani Bari,25.7325024,89.2545427,,,
640,Lipu Mamar Hotel,25.7248584,89.2541588,4.0,20.0,
641,Adhikary Misti Mukh,25.7240921,89.2544193,4.7,6.0,
643,Jomir Hotel,25.7247264,89.25359879999999,1.0,1.0,
644,Enamul Tea Stall,25.7341046,89.2546802,3.4,22.0,$
645,One Taka Hotel / এক টাকার হোটেল,25.7237931,89.2540405,4.5,20.0,
646,এক টাকার হোটেল,25.7236585,89.2540201,4.5,8.0,
648,হোটেল জানাতুল ফেরদৌস,25.7364003,89.2545122,,,
649,Treat-me,25.7368717,89.2548558,4.1,208.0,$$
650,"আম্মা হোটেল, আদর্শপাড়া, রংপুর",25.7367216,89.2546644,3.7,92.0,
651,Burgerland,25.7171123,89.2624232,4.5,2.0,
652,Rafique Hotel,25.717033,89.26389789999999,3.1,7.0,
653,Anwar Hotel,25.7168273,89.2632883,5.0,2.0,
654,Sinha Hotel & Restuarant,25.7167665,89.2635459,4.5,6.0,
655,বিশ্বাস হোটেল এন্ড রেষ্টুরেন্ট,25.71696,89.26071569999999,,,
656,Angur Mama Tea Stall,25.7166851,89.2632642,4.0,14.0,
657,মরিয়ম হোটেল,25.7166801,89.2636794,4.0,5.0,
658,Farhana Hotel,25.7166412,89.2632551,2.0,1.0,
659,Hossen Meraj,25.7166825,89.2677286,,,
660,City Inn,22.8207546,89.55075959999999,4.2,3512.0,
661,Hotal Alim,22.8179296,89.5454335,4.0,1.0,
662,New Kaifeng Chinese Restaurant,22.8191587,89.55762659999999,4.0,763.0,$$
663,CityLight Cafe & Restaurant,22.8165826,89.56456419999999,4.1,907.0,
664,Tanjima Food Corner,22.8156261,89.5671773,4.1,14.0,
665,ওয়েস্টার্ন ইন ইন্টারন্যাশনাল লিঃ,22.8137131,89.5667649,4.0,760.0,
666,শহিদুল'স,22.8028294,89.5332742,4.1,28.0,$
667,Topon's,22.8028038,89.53310669999999,4.6,146.0,$
668,Vabi's Tea Shop,22.8027758,89.5330874,4.4,24.0,
669,online teach,22.845641,89.5403279,,,
670,Abdul kuddus,22.845641,89.5403279,,,
671,torekul talecom,22.845641,89.5403279,,,
672,মুন বেকারী,22.845641,89.5403279,,,
673,Only Toslim,22.845641,89.5403279,,,
674,Dhaba 2 Khulna.,22.845641,89.5403279,3.6,7.0,
675,Zihad,22.845641,89.5403279,,,
676,Mind,22.845641,89.5403279,,,
677,Default Restaurent,22.845641,89.5403279,,,
678,fastfood,22.845641,89.5403279,,,
679,Coffita,22.845641,89.5403279,5.0,1.0,
680,moghol's dine,22.845641,89.5403279,,,
681,Khan Jahanalli,22.845641,89.5403279,,,
682,sk nime,22.845641,89.5403279,,,
683,Madhie Hasan,22.845641,89.5403279,,,
684,azad store,22.845641,89.5403279,,,
685,Jamil's Fish BBQ,22.845641,89.5403279,4.8,5.0,
686,Eat & Meet,22.845641,89.5403279,3.9,10.0,
687,Jing ling cafe and restaurant khulna,22.845641,89.5403279,2.8,4.0,
688,Tugh lifee,22.8471189,89.5404612,,,
689,চটপটি এবং ফুসকা হাউজ,22.8468516,89.538303,5.0,1.0,
690,আহামাদ বিরানি,22.8464611,89.5380737,,,
691,গাজী রেস্তোরাঁ,22.8476019,89.542627,,,
692,Khulna Home Chef's,22.8429982,89.5380994,5.0,2.0,
693,ফ্রেন্ডস ফাষ্ট ফুড এন্ড মিনি চাইনিজ,22.84279699999999,89.54257059999999,,,
694,Shaikh construction,22.8491006,89.54122249999999,,,
695,বিক্রমপুর বিরিয়ানী হাউস,22.8425895,89.54257369999999,4.0,1.0,
696,khalishpur bhorta bari eshi kunjo,22.8472546,89.54408839999999,4.5,2.0,
697,Khan Hotel & Restaurant,22.8420426,89.53895670000001,2.8,4.0,
698,Shimul Hotel And Restaurant,22.8418603,89.538955,5.0,2.0,
699,শরীফ হোটেল এন্ড রেস্টুরেন্ট,22.8418375,89.53892739999999,5.0,2.0,
700,Meghla Hotel And Restaurant,22.841848,89.53873879999999,4.7,6.0,
701,খাবার হোটেল,22.8491927,89.5379821,5.0,1.0,
702,শাম্মি'জ কিচেন,22.8469627,89.5353185,,,
703,Tasty Hut,22.8504011,89.542963,5.0,3.0,
704,Bismillah store & fastfood,22.8508758,89.54172249999999,3.3,3.0,
705,"মা-মনি কিচেন,আকাশ দাস",22.8424227,89.54563350000001,5.0,1.0,
706,Kuddus Tea store,22.842216,89.5456502,4.2,6.0,
707,Hungry Foodies,22.8495923,89.54556840000001,4.7,11.0,
708,Sheikh Enterprise,22.84395779999999,89.5335333,4.0,4.0,
709,Ruhan tonni hostel,22.8438029,89.5333185,,,
710,Tulu Bhaier Canteen,22.8525654,89.5395171,3.9,103.0,$
711,Atif,22.85175229999999,89.54444269999999,5.0,1.0,
712,JUMMAN HOTEL,22.8526015,89.5433506,4.0,23.0,
713,Faltu hotel,22.8526107,89.54335689999999,1.0,1.0,
714,Shantipuri Resturant,22.8423412,89.53287569999999,,,
715,Nayon,22.8525134,89.5366085,,,
716,জাফলং রেস্টুরেন্ট Jaflong Restaurant,22.8533724,89.5414606,3.8,6.0,
717,Royal Kitchen,22.8393181,89.5460834,4.1,18.0,
718,Saad Biriyani House & Restaurant,22.83703659999999,89.53979860000001,4.6,14.0,
719,Khulna Kabab Ghar,22.852279,89.5465979,,,
723,Kewra,22.7993226,89.5348549,3.9,124.0,$$
724,"Mejban bari, Khulna",22.799597,89.535372,4.0,144.0,
725,Dumuria Hotel,22.7982329,89.52755599999999,3.9,26.0,
732,Hotel Royal International,22.8104121,89.5618746,4.1,1764.0,
733,দারুচিনি রেস্টুরেন্ট,22.7994387,89.5347883,4.0,1.0,
734,Cafe Burger World - Khulna,22.79943029999999,89.5347678,,,
735,Bone Fish,22.7993007,89.5347031,3.8,130.0,
736,Sparkling Pastry,22.7983093,89.5337643,5.0,5.0,
737,Siddik's Juice Corner,22.8033823,89.5381736,4.4,50.0,$
738,Arabians Restaurant,22.8034736,89.5381498,3.0,1.0,
739,BB Hall Canteen,22.8012554,89.53826409999999,,,
740,Uncle Ben's Cafe,22.8026473,89.5384311,,,
741,Shahin's,22.8020781,89.53850109999999,4.0,10.0,
742,Cocktail,22.8045439,89.53780139999999,3.3,3.0,
743,Khan Jahan Ali Restora,22.8046734,89.5377883,3.0,1.0,
744,Satkhira Ghosh Dairy Mas Gat,22.8005931,89.5385575,,,
745,O' Khulna - Parkside Restaurant,22.8005352,89.53916850000002,5.0,1.0,
746,Restaurant Adda,22.8008079,89.5392837,5.0,2.0,
747,আতিয়ার হোটেল,22.80010009999999,89.5395174,3.0,1.0,
748,Sopnil Restaurant,22.797875,89.53009019999999,,,
749,Rasana Bilas Restaurant,22.7982485,89.52929619999999,4.4,23.0,
750,Mir's Food Junction,22.8033327,89.540309,3.3,3.0,
751,Food O'Clock,22.8032348,89.5404329,,,
752,SPICY INN,22.8032323,89.54043539999999,4.6,5.0,
753,Fahmid Cafe,22.8017598,89.5405121,5.0,1.0,
754,Vojon Bilas Hotel,22.79943279999999,89.5279839,,,
755,Chinese Food Club,22.80095219999999,89.54058479999999,3.7,168.0,$$
756,ভোজন বিলাস,22.7993198,89.5278512,5.0,2.0,
757,ইস্টান্ হোটেল,22.7987902,89.528131,5.0,1.0,
758,Origami Restaurant,22.8035299,89.5408688,,,
759,Wendy's Khulna,22.8035318,89.54088560000001,4.4,32.0,
760,মসালা সিক্রেটস,22.8035268,89.5408987,3.7,3.0,
761,Poroshmoni Hotel & Restora,22.8007751,89.5408739,,,
762,Rupar rannaghor,22.8035287,89.5409071,3.0,1.0,
763,Kutumbari Restaurant,22.7982897,89.5282216,5.0,3.0,
764,Wasabee.bd,22.8035902,89.5409087,3.3,3.0,
765,মদিনা হোটেল & রেস্টুরেন্ট,22.7970822,89.52945659999999,,,
766,সোহেল হোটেল,22.801358,89.54111999999999,5.0,1.0,
767,কুটুমবাড়ি হোটেল এন্ড বিরিয়ানি হাউস,22.7982295,89.527896,,,
768,Hotel Chuknagar,22.7979038,89.52788600000001,4.0,345.0,$$
769,Hotel Ruchi,22.7981924,89.52760270000002,4.0,2.0,
770,Al-Arafa Restaurant - 2,22.797688,89.5279473,4.1,446.0,
771,চুকনগরের আব্বাস হোটেল,22.7978744,89.52777859999999,4.1,47.0,
772,Burger Time,22.8066441,89.5400183,5.0,2.0,
773,Abbas Hotel,22.7982252,89.5274974,4.0,9.0,
774,Grand Fish,22.80669649999999,89.5400308,4.3,3.0,
775,Kamrul's Special Gravy Beef & Mutton,22.7981751,89.52741089999999,4.3,43.0,
776,Kamrul Hotel,22.7981591,89.5274182,4.1,2110.0,$$
777,Chicken Hut,22.8067726,89.5401182,3.8,10.0,
778,Jahatap Hotel,22.7981467,89.5273512,1.3,3.0,
779,Abu Bokkar Resturent,22.8064405,89.5404348,,,
780,The River Cafe,22.695055,90.3655548,3.8,640.0,$$
781,Tawa.,22.6985251,90.35512469999999,3.9,1043.0,$$
782,Cafe Star,22.7020375,90.3649532,3.9,1062.0,$
783,Bells Diner,22.6915257,90.3684607,3.8,70.0,
784,South King Chinese Restaurant,22.6957735,90.3710997,3.8,302.0,$$
785,BANGLA BAZAAR,22.7010021,90.35345110000002,,,
786,রমজান,22.7010021,90.35345110000002,,,
787,B.U. Caffe,22.7010021,90.35345110000002,,,
788,Asif khan house,22.7010021,90.35345110000002,,,
789,mamun entireprize,22.7010021,90.35345110000002,,,
790,Abubakar sannamot,22.7010021,90.35345110000002,,,
791,Hafiza Antora,22.7010021,90.35345110000002,,,
792,অদুদিয়া হোটেল এন্ড রেস্টুরেন্ট,22.7010021,90.35345110000002,3.0,1.0,
793,FRYPEN RESTAURANT,22.7010021,90.35345110000002,,,
794,আকতার হাওলাদার,22.7010021,90.35345110000002,,,
795,নয়নের দোকান,22.7010021,90.35345110000002,,,
796,Al-Hadi Abir,22.7010021,90.35345110000002,,,
797,Shop,22.701002,90.35345099999999,,,
798,কাজী ক্যাফে,22.7012847,90.35350269999999,3.0,1.0,
799,Orpita Store & Fast-food Chinese,22.70133,90.3535285,3.0,1.0,
800,Changpai Chinese Restaurant,22.7011826,90.3537565,3.3,63.0,
801,New Karai Gosto Restora,22.7013416,90.35352809999999,5.0,2.0,
802,nusratjahan keya,22.7007546,90.353678,,,
803,Muslim Sweet and Restaurant,22.7013633,90.35352449999999,3.3,3.0,
804,Bansher Konchi,22.7010017,90.35383159999999,4.7,3.0,
805,Allah'r Dan Bombai Shingara Point,22.7013668,90.35328,,,
806,মোগলস্ বাইট,22.7014279,90.35340219999999,5.0,1.0,
807,শফিক ভাইয়ের স্পেশাল ফাস্টফুড,22.7011192,90.3530116,5.0,1.0,
808,Takowa Hotel And Restrurent,22.7011883,90.35393069999999,,,
809,Yahoo food corner,22.7010979,90.3528111,4.0,3.0,
810,Food Lovers,22.7011444,90.3528045,3.8,5.0,
811,Arabella Barishal,22.7011154,90.3527909,4.3,23.0,
812,Haji Biriyani,22.70122479999999,90.3528048,,,
813,Chicken express food cart,22.7012775,90.35280859999999,3.0,1.0,
814,Food station,22.7016565,90.35330859999999,5.0,2.0,
815,Lake View Restaurant,22.7014771,90.3527781,3.9,782.0,$$
816,স্বাদ কাবাব ঘর এন্ড ভূড়ি পরোটা,22.7008896,90.35258189999999,,,
817,বাদল ভাইয়ের রুটির দোকান,22.7008685,90.3525858,,,
818,Hassan store,22.7008774,90.3525657,,,
819,kulsm food corner,22.7017143,90.3526613,5.0,1.0,
820,Dhakaiya Mojma,22.7021334,90.35321640000001,5.0,6.0,
821,Western Food Restaurant,22.7017668,90.35455859999999,4.0,22.0,
822,Mitali,22.7020264,90.35433019999999,,,
823,Salt & Sugar,22.7002109,90.3512769,,,
824,শাহিনুর ভ্যারাইটি ষ্টোর,22.7040638,90.3518405,3.0,1.0,
825,বগুড়ার দই & মিষ্টান্ন,22.7043767,90.3526217,3.0,2.0,
826,Shawarma House Restaurant,22.7011937,90.3572538,3.7,435.0,
827,Coffee Time,22.7043996,90.35239109999999,4.3,3.0,
828,Adhora Coffee House,22.6979152,90.3553045,,,
829,Matir Unon (Home made food),22.6972672,90.3554872,5.0,1.0,
830,Lunch box,22.695182,90.3540634,,,
831,Ready Food,22.7023905,90.3596865,3.0,2.0,
832,Katpotti Royal Resturant,22.6954054,90.3563274,,,
833,Big Chef,22.7014121,90.3603263,3.9,146.0,$$
834,আল্লার দান হোটেল এন্ড রেস্টুরেন্টে,22.7011808,90.36037499999999,5.0,2.0,
835,Hungry Bird,22.70118189999999,90.3604477,4.5,6.0,
836,Riyaz Tea Corner,22.6944892,90.3540067,4.3,8.0,
837,Kabir Nasta Ghor,22.7074212,90.35183029999999,5.0,1.0,
838,সৌরভ হোটেল এন্ড রেস্টুরেন্ট,22.7078114,90.3534863,,,
839,শাহিন ভাইয়ের চায়ের দোকান,22.7078119,90.35255289999999,,,
